id,city,name,lat,lon,date,pm10,pm25,no2,so2,co
10956,Warszawa,"Warszawa, ul. Bajkowa",52.188474,21.176233,2026-03-31,17.5,6.4,0.0,0.0,0.0
11154,Suwałki,"Suwałki, ul. Pułaskiego 26",54.115897,22.938464,2026-03-31,15.7,5.3,0.0,0.0,0.0
11174,Białystok,"Białystok, ul. 42 Pułku Piechoty",53.144122,23.216322,2026-03-31,19.3,11.8,3.3,0.0,0.0
11195,Kielce,"Kielce, ul. Targowa",50.878998,20.633692,2026-03-31,22.0,16.1,13.9,6.0,0.22
11234,Legnica,"Legnica, ul. Polarna",51.208104,16.183784,2026-03-31,0.0,0.0,0.0,0.0,0.0
11254,Nowa Ruda,"Nowa Ruda, ul. Jeziorna",50.581492,16.498245,2026-03-31,13.4,7.6,0.0,0.0,0.0
11278,Lubliniec,"Lubliniec, ul. ks. Szymały",50.675693,18.682065,2026-03-31,18.3,0.0,0.0,0.0,0.0
11294,Zielona Góra,"Zielona Góra,ul.Wyszyńskiego",51.936249,15.481077,2026-03-31,16.5,0.0,0.0,0.0,0.0
11301,Olkusz,"Olkusz, ul. Cegielniana",50.284,19.564044,2026-03-31,13.0,0.0,0.0,0.0,0.0
11303,Kraków,"Kraków, Os. Swoszowice",49.991442,19.936792,2026-03-31,15.1,0.0,0.0,0.0,0.0
11336,Koszalin,"Koszalin, ul. Chopina",54.194114,16.211672,2026-03-31,0.0,0.0,8.8,1.6,0.0
11358,Biała,"Biała, ul. Kmicica",52.602534,19.6451,2026-03-31,0.0,0.0,0.0,3.4,0.0
11360,Chełm,"Chełm, ul. Połaniecka",51.122147,23.473075,2026-03-31,17.3,0.0,0.0,0.0,0.0
11362,Nałęczów,"Nałęczów, Al. Małachowskiego",51.284931,22.210242,2026-03-31,0.0,0.0,0.0,0.0,0.0
11434,Zabierzów,"Zabierzów, ul. Wapienna",50.116028,19.800639,2026-03-31,11.2,0.0,0.0,0.0,0.0
11455,Zawiercie,"Zawiercie, ul. K.I.Gałczyńskiego",50.493045,19.439012,2026-03-31,0.0,0.0,0.0,0.0,0.0
11457,Goczałkowice-Zdrój,"Goczałkowice-Zdrój, ul. Parkowa",49.93785,18.975594,2026-03-31,13.5,12.8,18.5,0.0,0.0
11554,Łask,"Łask, ul. Narutowicza",51.589208,19.131433,2026-03-31,27.2,18.0,0.0,0.0,0.0
11576,Bydgoszcz,"Bydgoszcz, ul. Jeździecka",53.175214,18.044164,2026-03-31,0.0,0.0,3.6,0.0,0.0
11754,Gołuchów,"Gołuchów, Ujęcie Wody",50.621482,20.614057,2026-03-31,17.4,0.0,6.8,5.2,0.0
11794,Racibórz,"Racibórz, ul. Wojska Polskiego",50.091142,18.216261,2026-03-31,13.9,10.7,0.0,2.0,0.0
11814,Białystok,"Białystok, Al. Piłsudskiego",53.135286,23.161325,2026-03-31,23.1,12.5,16.3,0.0,0.28
11855,Jastrzębie-Zdrój,"Jastrzębie-Zdrój, Al. J.Piłsudskiego/Harcerska",49.952544,18.607953,2026-03-31,24.3,19.0,14.6,0.0,0.0
11916,Augustów,"Augustów, Uzdrowisko",53.85255,22.984686,2026-03-31,14.0,9.7,2.8,0.0,0.15
11934,Trzebnica,"Trzebnica, ul. 3 Maja",51.304817,17.071367,2026-03-31,7.7,0.0,6.2,0.0,0.0
12050,Nowe Miasto Lubawskie,"Nowe Miasto Lubawskie, ul. Działyńskich",53.426812,19.592335,2026-03-31,0.0,0.0,0.0,0.0,0.0
12096,Lublin,"Lublin, ul. Okopowa",51.245464,22.554994,2026-03-31,19.4,14.4,15.3,0.0,0.0
12098,Krasnobród,"Krasnobród, ul. Sanatoryjna",50.549297,23.197317,2026-03-31,0.0,0.0,0.0,0.0,0.0
12139,Opatów,"Opatów, ul. Partyzantów",50.798077,21.425467,2026-03-31,0.0,0.0,0.0,0.0,0.0
16157,Połczyn-Zdrój,"Połczyn-Zdrój, ul. Solankowa",53.755652,16.089278,2026-03-31,0.0,0.0,0.0,0.0,0.0
16180,Gdańsk,"Gdańsk, Al. Grunwaldzka",54.380682,18.601559,2026-03-31,31.8,15.4,19.8,0.0,0.0
16196,Kielce,"Kielce, ul. Warszawska 108",50.886014,20.642858,2026-03-31,109.4,24.5,15.4,0.0,0.0
16242,Sopot,"Sopot, ul. Bitwy Pod Płowcami",54.43451,18.57884,2026-03-31,16.6,8.9,6.9,3.5,0.26
16271,Konstancin-Jeziorna,"Konstancin-Jeziorna, ul. Żeromskiego",52.082277,21.124598,2026-03-31,20.6,10.2,0.0,0.0,0.0
16397,Wejherowo,"Wejherowo, ul. Dworcowa",54.604528,18.227761,2026-03-31,0.0,0.0,0.0,0.0,0.0
16406,Cieszyn,"Cieszyn, ul. Chopina",49.755989,18.634075,2026-03-31,15.2,0.0,0.0,0.0,0.0
16413,Brzeg,"Brzeg, ul. Poprzeczna",50.849509,17.462579,2026-03-31,10.2,7.6,0.0,0.0,0.0
16493,Poznań,Poznań ul. Szwajcarska,52.390879,16.998053,2026-03-31,15.8,11.7,5.8,2.2,0.0
16495,Mosina,"Mosina, ul. Czereśniowa",52.241497,16.865125,2026-03-31,17.9,0.0,0.0,0.0,0.0
16497,Kielce,"Kielce, ul. Jurajska",50.887606,20.579965,2026-03-31,12.8,0.0,0.0,0.0,0.0
16533,Warszawa,"Warszawa, IMGW",52.281304,20.963383,2026-03-31,0.0,0.0,0.0,0.0,0.0
16613,Nowa Sól,Nowa Sól,51.809103,15.708042,2026-03-31,11.3,5.9,0.0,0.0,0.0
16753,Myślenice,Myślenice,49.831237,19.923591,2026-03-31,16.0,0.0,0.0,0.0,0.0
16894,Nowy Targ,"Nowy Targ, Al. Tysiąclecia",49.476675,20.034878,2026-03-31,7.5,0.0,0.0,5.3,0.0
16896,Kraków,"Kraków, ul. Kamieńskiego",50.024605,19.97846,2026-03-31,21.8,0.0,25.8,0.0,0.0
16913,Krapkowice,"Krapkowice, ul. 3 Maja",50.486194,17.97477,2026-03-31,21.7,0.0,0.0,0.0,0.0
17058,Pszczyna,"Pszczyna, ul. Batorego",49.975772,18.947686,2026-03-31,0.0,0.0,0.0,0.0,0.0
17118,Uście Gorlickie Wysowa,"Wysowa-Zdrój, Park Zdrojowy",49.440175,21.178087,2026-03-31,5.8,0.0,0.0,0.0,0.0
17179,Rzeszów,"Rzeszów, ul. Starzyńskiego",50.060381,21.980511,2026-03-31,17.8,15.0,0.0,0.0,0.0
17318,Katowice,"Katowice, ul. Dudy-Gracza",50.258483,19.036217,2026-03-31,16.7,13.0,25.5,0.0,0.29
17658,Białystok,"Białystok, ul. Upalna",53.129601,23.108054,2026-03-31,23.2,11.4,0.0,0.0,0.0
17659,Kępno,Kępno ul. Sportowa,51.282994,17.986739,2026-03-31,0.0,0.0,0.0,0.0,0.0
17698,Leszno,"Leszno, ul. Bolesława Prusa",51.833683,16.592122,2026-03-31,0.0,0.0,0.0,0.0,0.0
17880,Zabrze,"Zabrze, ul. M. Skłodowskiej-Curie",50.317072,18.771258,2026-03-31,12.2,0.0,6.4,2.5,0.17
20140,Wysokie Mazowieckie,"Wysokie Mazowieckie, ul. 1 Maja",52.913878,22.509275,2026-03-31,17.4,10.3,0.0,0.0,0.0
20201,Rzeszów,"Rzeszów, ul. Kwiatkowskiego",49.998408,21.992183,2026-03-31,28.0,21.2,0.0,0.0,0.0
20202,Krasne,Krasne,50.043935,22.090741,2026-03-31,14.8,11.8,0.0,0.0,0.0
20209,Ciechanów,"Ciechanów, ul. Kraszewskiego",52.885541,20.602511,2026-03-31,8.7,4.7,0.0,0.0,0.0
20277,Tomaszów Lubelski,"Tomaszów Lubelski, ul. Janusza Petera",50.444128,23.421553,2026-03-31,16.1,14.2,0.0,0.0,0.0
20307,Krotoszyn,"Krotoszyn, ul. Olimpijska",51.697308,17.441263,2026-03-31,16.6,11.9,0.0,0.0,0.0
20347,Gdańsk,"Gdańsk, ul. Lawendowe Wzgórze",54.328833,18.568819,2026-03-31,15.9,8.2,8.9,2.6,0.36
20367,Kraków,"Kraków, ul. Półłanki",50.034702,20.044386,2026-03-31,0.0,0.0,0.0,0.0,0.0
20387,Nysa,"Nysa, ul. Rodziewiczówny 1",50.460992,17.331499,2026-03-31,15.3,0.0,0.0,0.0,0.0
20468,Lubań,"Lubań, ul. Ludowa",51.120091,15.298189,2026-03-31,15.9,14.0,0.0,0.0,0.0
20487,Warszawa,"Warszawa, ul. Grochowska",52.245704,21.080427,2026-03-31,37.8,11.9,27.1,0.0,0.0
20488,Warszawa,"Warszawa, Al. Solidarności",52.243573,20.999214,2026-03-31,19.2,10.6,10.8,0.0,0.0
20548,Szlichtyngowa,"Szlichtyngowa, ul. Przemysłowa",51.710278,16.239722,2026-03-31,8.4,6.6,0.0,0.0,0.0
20567,Ostrowiec Świętokrzyski,"Ostrowiec Świętokrzyski, ul. Polna",50.945335,21.382405,2026-03-31,21.0,15.1,0.0,0.0,0.0
20568,Solec Zdrój,"Solec-Zdrój, ul. Leśna",50.36608,20.884767,2026-03-31,16.0,12.2,0.0,0.0,0.0
20590,Kobierzyce,ul. Sportowa 15,50.974886,16.929652,2026-03-31,11.9,0.0,5.0,0.0,0.0
20591,Solec Kujawski,"Solec Kujawski, ul. Tartaczna 10",53.079306,18.248444,2026-03-31,8.4,6.2,0.8,0.0,0.0
20607,Tczew,"Tczew, ul. Czyżykowska",54.081937,18.804446,2026-03-31,22.8,5.5,0.0,0.0,0.0
20647,Braniewo,"Braniewo, ul. PCK",54.383907,19.815018,2026-03-31,20.9,10.1,0.0,0.0,0.0
